Income,LoanAmount,CreditScore,InterestRate,Education,EmploymentType,HasMortgage,HasDependents,LoanPurpose,Default
86477,64375,548,19.92,PhD,Part-time,Yes,No,Auto,0
26829,211471,372,18.34,Master's,Part-time,Yes,Yes,Education,0
28288,65085,659,23.07,High School,Unemployed,Yes,No,Business,0
132594,109022,319,19.44,Bachelor's,Self-employed,Yes,Yes,Business,0
131008,123673,805,13.04,High School,Unemployed,No,Yes,Auto,0
36798,5831,708,7.94,High School,Full-time,Yes,No,Home,0
98016,208082,506,18.53,Bachelor's,Self-employed,No,No,Home,1
62196,24251,688,22.4,High School,Part-time,Yes,Yes,Education,0
51687,36385,357,12.85,High School,Self-employed,No,Yes,Education,0
92972,210933,625,9.71,High School,Unemployed,No,No,Home,0
16949,107962,542,8.4,PhD,Unemployed,No,No,Business,1
48347,175967,630,9.93,High School,Unemployed,Yes,No,Other,0
109617,139978,554,7.89,High School,Full-time,No,Yes,Auto,0
148810,168821,644,17.32,PhD,Self-employed,Yes,Yes,Home,0
87578,247856,362,14.55,PhD,Unemployed,No,Yes,Education,0
146560,198330,526,16.92,PhD,Self-employed,No,No,Other,0
46221,183788,636,5.46,Bachelor's,Full-time,Yes,No,Business,0
83033,59996,741,20.64,Master's,Self-employed,Yes,Yes,Other,0
19666,36081,446,21.48,Master's,Full-time,No,No,Education,0
78406,131911,439,7.17,Master's,Part-time,Yes,Yes,Auto,0
15637,84578,401,4.34,High School,Unemployed,No,No,Business,0
125970,153785,698,21.05,High School,Self-employed,No,No,Home,1
80377,143091,703,23.5,Master's,Full-time,No,Yes,Auto,0
27801,59242,493,11.44,Bachelor's,Unemployed,No,Yes,Other,0
66418,188129,735,16.48,High School,Self-employed,No,Yes,Education,0
101281,220976,400,12.8,Master's,Full-time,Yes,No,Auto,0
136130,93238,670,23.59,Master's,Part-time,Yes,Yes,Education,0
80947,68122,434,8.53,High School,Full-time,No,Yes,Education,0
133072,72645,814,9.83,Master's,Self-employed,Yes,No,Other,0
16424,133940,390,10.1,Master's,Part-time,No,Yes,Home,1
75347,76718,597,13.73,High School,Part-time,Yes,No,Other,0
113302,48283,453,2.92,Master's,Part-time,Yes,Yes,Business,0
110289,119636,653,24.47,PhD,Unemployed,Yes,No,Auto,1
94386,17855,810,15.3,High School,Self-employed,No,No,Other,0
116725,169584,766,16.31,PhD,Self-employed,No,No,Auto,0
137151,147371,556,12.18,PhD,Self-employed,No,No,Business,0
52258,167333,833,19.38,Master's,Self-employed,Yes,Yes,Education,0
64698,196073,318,23.25,Bachelor's,Part-time,Yes,Yes,Education,1
42491,55676,605,19.05,Bachelor's,Self-employed,Yes,No,Auto,0
90587,18290,649,17.14,Bachelor's,Full-time,Yes,Yes,Auto,0
86377,9183,508,22.65,Master's,Self-employed,No,No,Education,0
96268,33368,384,21.56,PhD,Unemployed,No,Yes,Other,0
72407,141764,303,4.52,PhD,Unemployed,No,Yes,Business,0
52717,44105,777,22.07,PhD,Self-employed,Yes,No,Auto,0
141032,210424,805,24.68,PhD,Part-time,Yes,No,Education,0
88952,72626,362,9.15,High School,Self-employed,No,No,Auto,0
62802,115465,619,21.12,Bachelor's,Full-time,No,Yes,Business,0
79581,123398,512,18.78,PhD,Unemployed,Yes,Yes,Education,0
42470,195109,319,15.6,PhD,Unemployed,No,Yes,Education,0
120243,234136,362,14.56,High School,Part-time,No,Yes,Business,0
108182,16163,553,18.19,Master's,Part-time,No,Yes,Home,0
111947,26585,361,6.6,Bachelor's,Unemployed,No,No,Other,0
36096,244274,780,3.23,Master's,Self-employed,Yes,No,Auto,0
139146,182464,746,17.9,High School,Unemployed,Yes,No,Education,0
107706,110074,533,24.63,PhD,Part-time,No,No,Home,1
115623,155711,654,14.82,Master's,Unemployed,Yes,No,Other,0
122050,63863,311,2.76,PhD,Part-time,Yes,Yes,Other,0
89093,33389,392,5.02,Bachelor's,Self-employed,Yes,No,Other,0
31326,94681,846,7.4,Bachelor's,Unemployed,No,No,Auto,0
92778,99705,563,12.87,High School,Self-employed,No,No,Other,0
55006,84291,619,3.87,PhD,Full-time,No,Yes,Business,1
57852,152560,769,17.67,Master's,Unemployed,No,No,Education,0
135756,212437,441,14.82,PhD,Full-time,No,Yes,Other,0
119126,136707,662,4.26,Bachelor's,Full-time,No,Yes,Business,0
112395,111857,831,12.09,Master's,Full-time,Yes,No,Home,0
39962,136991,744,17.67,Bachelor's,Self-employed,No,No,Education,0
121997,64732,665,11.27,High School,Full-time,No,No,Other,0
35436,36106,794,24.96,PhD,Part-time,Yes,No,Other,0
62194,197167,533,2.84,PhD,Unemployed,No,No,Other,0
139574,34393,782,2.73,Master's,Part-time,Yes,Yes,Education,0
100404,245873,682,21.22,Bachelor's,Unemployed,No,No,Education,1
61988,195015,423,20.51,Master's,Unemployed,Yes,No,Education,0
56208,10478,456,19.74,Bachelor's,Unemployed,No,Yes,Other,0
18970,145773,513,23.2,High School,Self-employed,No,Yes,Home,0
33534,10502,741,3.52,PhD,Full-time,No,Yes,Other,0
125968,50679,843,3.23,Master's,Self-employed,No,No,Business,0
20225,223575,748,6.17,PhD,Full-time,No,No,Business,0
115473,116601,849,7.18,Bachelor's,Self-employed,No,No,Home,0
129709,177727,533,9.68,Bachelor's,Unemployed,No,Yes,Other,0
55600,85575,429,21.53,Bachelor's,Part-time,Yes,Yes,Home,0
118006,140710,599,9.61,Bachelor's,Unemployed,Yes,No,Home,0
28365,143605,702,17.05,Bachelor's,Full-time,No,Yes,Auto,0
63444,187859,640,4.81,Master's,Unemployed,No,Yes,Other,0
84459,34604,563,23.03,Master's,Self-employed,Yes,No,Business,1
28518,140363,334,16.73,High School,Self-employed,Yes,No,Business,0
119193,88731,723,6.22,Master's,Part-time,Yes,Yes,Business,0
87335,199549,607,18.97,High School,Full-time,No,Yes,Business,0
48303,91057,843,12.65,Bachelor's,Self-employed,No,Yes,Business,0
148567,14125,521,13.96,Master's,Part-time,Yes,Yes,Education,0
76828,6059,815,6.95,PhD,Self-employed,No,No,Auto,0
144863,82874,563,2.79,Bachelor's,Full-time,Yes,No,Business,0
15153,69531,705,24.63,High School,Unemployed,No,No,Education,1
65443,205347,370,19.69,Bachelor's,Self-employed,Yes,No,Education,0
128881,11674,300,15.85,Master's,Self-employed,Yes,No,Education,1
37833,241387,405,8.5,Bachelor's,Full-time,Yes,Yes,Business,0
27167,125556,303,7.23,Bachelor's,Unemployed,No,No,Education,0
62429,177776,573,10.88,Master's,Unemployed,No,Yes,Auto,0
42639,29489,613,24.89,High School,Self-employed,No,Yes,Auto,0
80284,230999,846,17.18,High School,Part-time,No,Yes,Business,1
116100,108035,590,21.73,Master's,Self-employed,Yes,No,Home,0
86932,98630,384,20.95,Master's,Unemployed,No,Yes,Other,0
112061,78598,697,23.21,Bachelor's,Full-time,Yes,Yes,Business,0
49522,95900,849,21.67,Master's,Self-employed,Yes,Yes,Auto,0
40312,195163,312,23.02,Master's,Unemployed,Yes,Yes,Other,0
120416,112490,593,10.07,Bachelor's,Unemployed,No,Yes,Auto,0
46346,173113,739,10.04,High School,Full-time,No,No,Auto,0
28583,152693,748,6.38,High School,Full-time,No,No,Home,0
60481,86738,734,16.97,Bachelor's,Self-employed,Yes,Yes,Business,0
100219,223897,604,11.8,Bachelor's,Full-time,No,Yes,Home,0
138484,147330,678,16.54,Bachelor's,Unemployed,No,Yes,Other,0
17759,171765,371,24.29,High School,Part-time,Yes,Yes,Education,1
125799,144080,315,4.69,High School,Self-employed,No,Yes,Home,0
126395,181400,788,23.33,High School,Full-time,Yes,Yes,Other,0
148365,216391,448,20.26,High School,Full-time,Yes,No,Auto,0
83919,73632,513,23.32,Master's,Part-time,Yes,No,Education,1
21024,37330,749,6.37,Master's,Full-time,No,No,Home,1
64472,12670,402,15.92,Master's,Part-time,Yes,No,Other,0
121842,139107,508,3.19,Bachelor's,Unemployed,No,Yes,Business,0
140536,52529,767,15.62,Bachelor's,Part-time,Yes,No,Business,0
72425,63826,641,4.8,Master's,Unemployed,No,Yes,Home,0
70006,61550,733,14.23,PhD,Unemployed,Yes,Yes,Other,0
56807,157127,694,14.26,PhD,Unemployed,No,Yes,Business,0
45327,244607,804,14.96,PhD,Self-employed,No,Yes,Other,0
52739,158264,776,8.99,High School,Unemployed,No,No,Auto,0
124047,23318,388,9.55,High School,Part-time,Yes,No,Home,0
69518,240333,389,7.44,Bachelor's,Full-time,No,Yes,Education,0
71150,127856,490,12.33,Bachelor's,Unemployed,No,Yes,Other,0
93026,236654,546,9.53,High School,Self-employed,Yes,No,Auto,0
74191,70677,602,19.46,Bachelor's,Self-employed,No,Yes,Home,0
54314,153723,554,12.9,Bachelor's,Self-employed,No,Yes,Home,0
146573,63569,663,24.17,Bachelor's,Part-time,Yes,Yes,Auto,1
142842,69266,820,2.93,Master's,Full-time,Yes,No,Other,0
139355,158748,773,4.33,Bachelor's,Full-time,No,No,Other,0
22592,191170,310,15.72,Bachelor's,Part-time,Yes,Yes,Education,0
141879,229421,345,24.81,PhD,Self-employed,No,No,Business,0
76878,40348,746,15.99,Master's,Part-time,No,No,Auto,0
62113,143563,571,2.62,Master's,Full-time,No,No,Auto,0
59399,173556,379,23.49,Master's,Full-time,Yes,No,Home,0
22279,116475,679,3.28,High School,Self-employed,Yes,Yes,Business,0
103338,183495,804,6,Bachelor's,Self-employed,Yes,Yes,Business,0
64458,148006,554,23.19,PhD,Self-employed,No,No,Other,0
133062,237655,674,2.04,Master's,Unemployed,No,Yes,Education,0
47511,196896,807,14.94,Bachelor's,Part-time,No,No,Home,0
127074,46339,601,24.85,Bachelor's,Self-employed,Yes,No,Education,0
91066,23102,331,13.83,Master's,Full-time,Yes,No,Auto,0
97022,33732,409,5.14,PhD,Unemployed,Yes,No,Home,0
132314,30543,510,20.02,High School,Self-employed,Yes,Yes,Education,0
57469,134034,612,2.39,PhD,Self-employed,No,Yes,Business,0
77705,163659,526,8.1,Master's,Self-employed,No,No,Home,0
95390,176801,645,19.16,Master's,Part-time,No,No,Home,1
23530,50814,776,8.19,High School,Part-time,No,No,Business,0
34141,135085,385,5.82,PhD,Part-time,Yes,No,Education,0
119338,84458,461,19.63,Bachelor's,Unemployed,Yes,Yes,Other,0
49713,172799,643,19.47,High School,Full-time,Yes,Yes,Home,0
50210,129286,720,9.75,PhD,Full-time,No,Yes,Home,0
37778,182983,316,12.61,Master's,Self-employed,No,No,Auto,0
55789,55103,755,22.59,PhD,Unemployed,No,Yes,Other,0
46453,199141,433,22.01,PhD,Self-employed,Yes,Yes,Education,0
88761,65835,762,4.22,Bachelor's,Full-time,No,No,Other,0
116511,249705,601,10.45,Master's,Self-employed,Yes,Yes,Other,0
87145,215257,789,18.55,Master's,Unemployed,No,No,Other,0
49267,227839,742,16.42,Bachelor's,Part-time,Yes,No,Auto,0
111237,76752,350,9.58,Master's,Unemployed,No,Yes,Business,0
141897,242574,783,8.07,Bachelor's,Part-time,No,Yes,Home,0
39137,145984,678,13.94,Master's,Self-employed,No,Yes,Business,0
145268,84271,494,11.92,High School,Part-time,No,No,Home,0
35224,229301,565,3.77,PhD,Unemployed,No,No,Education,1
28180,53093,571,12.76,High School,Part-time,No,Yes,Home,0
39793,25635,441,15.25,Master's,Full-time,No,No,Education,0
78040,46269,398,4.21,Bachelor's,Self-employed,Yes,Yes,Auto,0
33243,71392,368,2.66,Bachelor's,Full-time,No,No,Other,0
102073,246011,407,7.31,Bachelor's,Full-time,Yes,Yes,Education,0
21123,118005,843,13.14,Master's,Full-time,Yes,No,Home,0
97032,133390,640,8.03,PhD,Unemployed,No,Yes,Business,0
106286,154091,421,10.72,Bachelor's,Self-employed,No,No,Auto,0
90400,154912,614,7.33,PhD,Self-employed,No,Yes,Home,0
94117,232719,840,15.57,PhD,Self-employed,Yes,Yes,Business,0
128948,168180,678,13.87,Bachelor's,Self-employed,Yes,Yes,Business,0
80500,151981,404,9.48,High School,Self-employed,Yes,No,Education,0
88049,17151,459,24.85,Bachelor's,Full-time,Yes,Yes,Education,0
21198,177837,785,3.65,Bachelor's,Unemployed,No,No,Education,0
118282,244599,767,5.87,Master's,Self-employed,Yes,Yes,Auto,0
93757,47964,673,17.35,High School,Full-time,No,Yes,Education,0
72247,57014,804,10.5,PhD,Self-employed,Yes,Yes,Auto,1
47655,108484,582,12.46,Master's,Part-time,Yes,Yes,Business,1
124745,129265,797,13.39,Bachelor's,Full-time,No,No,Auto,0
134954,107062,314,20.02,PhD,Full-time,Yes,Yes,Other,0
109051,233438,711,3.83,Master's,Unemployed,Yes,No,Home,0
84799,165733,657,13.35,Master's,Self-employed,Yes,No,Other,0
114818,7855,597,12.45,PhD,Full-time,No,No,Home,0
24431,131788,625,10.46,Bachelor's,Part-time,No,Yes,Home,0
49947,15935,790,2.55,High School,Full-time,No,Yes,Business,0
62203,234369,823,17.22,Master's,Part-time,Yes,No,Other,1
116275,9522,720,10.58,High School,Unemployed,No,No,Auto,0
18145,220382,581,15.2,Bachelor's,Part-time,Yes,Yes,Education,1
88501,223242,314,8.37,Master's,Part-time,Yes,No,Business,0
51202,22447,318,4.96,Master's,Self-employed,No,Yes,Auto,0
35047,167137,385,21.41,High School,Self-employed,No,No,Other,0
123627,74549,737,17.05,Master's,Self-employed,No,No,Auto,0
44622,46574,591,9.9,Master's,Full-time,Yes,Yes,Home,0
99250,10499,845,15.04,High School,Full-time,No,No,Home,0
123929,22113,372,19.25,PhD,Full-time,Yes,No,Business,0
118228,185668,836,2.8,PhD,Part-time,No,Yes,Business,0
56875,182660,466,9.46,Bachelor's,Part-time,Yes,Yes,Education,1
71114,53336,582,16.18,Master's,Full-time,No,No,Business,0
88397,106774,719,22.64,Master's,Full-time,No,Yes,Other,0
94683,148539,517,3.01,High School,Unemployed,No,No,Education,0
24714,26931,710,4.48,Bachelor's,Unemployed,Yes,Yes,Other,0
31962,66533,300,14.82,Master's,Unemployed,No,No,Business,0
97526,112181,716,17.51,PhD,Self-employed,Yes,Yes,Home,0
89211,130558,350,12.88,Bachelor's,Full-time,Yes,No,Home,0
127680,152067,384,7.92,High School,Unemployed,Yes,No,Business,0
97001,93007,723,24.21,High School,Self-employed,No,Yes,Auto,0
91121,16555,838,24.08,Master's,Unemployed,No,No,Home,1
54956,103898,661,9.25,High School,Part-time,No,Yes,Other,0
137067,58029,406,16.98,Bachelor's,Part-time,No,No,Other,0
145252,181287,803,15.59,PhD,Part-time,Yes,No,Other,0
140724,220398,416,6.83,Master's,Unemployed,Yes,No,Other,0
117906,55420,451,24.4,High School,Self-employed,No,Yes,Auto,0
62343,153281,733,15.35,High School,Part-time,No,No,Auto,1
148653,88301,558,9.93,High School,Part-time,Yes,Yes,Auto,0
94696,116275,830,16.76,High School,Self-employed,No,No,Other,0
93918,122300,498,11.37,Bachelor's,Full-time,Yes,Yes,Home,0
148498,158711,751,23.09,Bachelor's,Unemployed,Yes,No,Home,1
63628,192649,317,22.22,Bachelor's,Full-time,Yes,No,Education,1
55169,40715,349,12.1,High School,Part-time,Yes,Yes,Home,0
76882,152344,742,11.19,Bachelor's,Full-time,Yes,No,Business,0
84464,204458,553,14.89,Master's,Unemployed,No,No,Business,1
101513,57844,449,14.57,PhD,Unemployed,Yes,Yes,Home,1
68735,103697,347,12.45,High School,Part-time,No,No,Education,0
87161,171677,422,15.84,Master's,Unemployed,No,No,Auto,0
44494,221705,523,12.75,PhD,Self-employed,Yes,No,Business,0
20458,185589,371,21.58,PhD,Unemployed,Yes,No,Education,0
82535,98486,681,18.59,Master's,Self-employed,No,No,Auto,0
94129,209625,596,12.17,High School,Part-time,No,Yes,Education,1
33553,157262,742,10.15,High School,Self-employed,No,No,Home,0
24173,79222,578,15.7,Bachelor's,Part-time,No,No,Auto,0
64493,91824,519,17.48,Master's,Self-employed,Yes,No,Other,0
58368,221885,456,16.76,High School,Unemployed,Yes,No,Home,1
134470,223142,511,13.12,PhD,Part-time,No,No,Business,1
96983,228785,305,13.16,Master's,Unemployed,Yes,Yes,Education,0
144502,239319,681,20.58,High School,Part-time,No,No,Home,1
126128,77969,386,21.57,High School,Full-time,Yes,Yes,Other,0
83898,58202,727,13.29,High School,Self-employed,Yes,No,Home,0
113542,243297,825,19.1,High School,Self-employed,Yes,Yes,Business,0
20287,32289,324,7.16,PhD,Part-time,Yes,Yes,Education,0
83704,77141,399,22.03,Master's,Unemployed,No,No,Business,0
126552,116146,544,2.21,Master's,Full-time,No,No,Auto,0
16431,90261,649,20.79,Bachelor's,Unemployed,No,Yes,Other,1
33345,18044,628,20.15,PhD,Unemployed,No,No,Home,0
62959,168500,533,8.03,Master's,Self-employed,No,Yes,Other,0
77309,196885,427,15.98,Master's,Part-time,No,No,Home,0
119916,55079,338,2.88,High School,Self-employed,Yes,No,Auto,0
103987,77613,372,4.31,High School,Unemployed,Yes,Yes,Home,0
116674,21707,732,11.17,Bachelor's,Self-employed,Yes,Yes,Auto,0
80062,40331,584,13.66,High School,Unemployed,No,Yes,Business,0
138612,212160,766,6.63,Master's,Unemployed,No,Yes,Other,0
28359,136656,683,17.48,PhD,Unemployed,No,No,Home,1
143038,78945,505,16.4,Bachelor's,Unemployed,Yes,No,Auto,0
15855,172802,498,22.19,PhD,Part-time,Yes,No,Other,0
71397,200939,353,8.27,Master's,Unemployed,Yes,Yes,Home,0
136881,203802,605,3.9,High School,Self-employed,No,No,Education,0
61406,168449,422,11.43,Bachelor's,Part-time,No,Yes,Business,0
16991,162643,763,2.47,Bachelor's,Part-time,No,No,Home,0
104959,111688,808,19.82,Master's,Part-time,No,Yes,Auto,0
125713,64662,739,2.05,High School,Unemployed,No,Yes,Home,0
100720,74905,454,16.74,High School,Unemployed,Yes,No,Business,0
85257,93700,355,7.48,Master's,Full-time,No,No,Other,0
106846,7726,721,19.21,PhD,Full-time,Yes,No,Business,0
38994,168238,755,12.41,Master's,Self-employed,No,Yes,Home,0
67316,57772,614,20.96,Master's,Unemployed,Yes,No,Auto,0
35194,242106,441,14.34,PhD,Self-employed,Yes,Yes,Auto,0
143759,122865,608,20.27,Master's,Unemployed,No,Yes,Business,0
116802,130091,800,6.03,Master's,Full-time,Yes,No,Auto,0
103783,58502,683,7.38,Master's,Part-time,Yes,No,Home,0
107586,14797,576,17.06,Bachelor's,Self-employed,No,No,Education,0
62344,95237,585,12.19,PhD,Self-employed,Yes,Yes,Business,1
23845,108852,486,3.21,Master's,Full-time,No,Yes,Home,0
107139,180284,497,16.48,PhD,Self-employed,Yes,No,Business,0
24588,115022,447,15.29,PhD,Self-employed,No,Yes,Auto,1
116406,235586,687,15.64,High School,Part-time,No,Yes,Home,0
120283,221382,830,2.87,High School,Part-time,Yes,Yes,Home,0
31548,62726,774,22.8,Bachelor's,Part-time,No,No,Auto,0
79595,45592,808,10,Bachelor's,Full-time,Yes,Yes,Other,0
149558,33868,496,16.3,PhD,Self-employed,No,Yes,Auto,0
23438,154701,643,12.98,High School,Full-time,Yes,No,Business,0
145516,238989,751,22.8,Master's,Self-employed,No,Yes,Home,0
119182,219174,460,17.74,PhD,Part-time,No,No,Home,0
112761,118471,744,13.8,PhD,Part-time,No,No,Auto,0
81675,219696,397,13.88,PhD,Unemployed,No,No,Other,0
94115,182986,732,12.82,High School,Self-employed,No,Yes,Business,0
118342,160978,831,15.67,PhD,Unemployed,Yes,No,Education,0
44111,163827,796,14.35,Bachelor's,Self-employed,Yes,No,Auto,1
139415,244372,715,9.45,Master's,Self-employed,Yes,No,Home,1
55925,122720,725,3.67,Bachelor's,Self-employed,Yes,No,Other,0
66230,201673,524,16.73,Master's,Part-time,Yes,No,Auto,0
67040,212330,847,12.97,Bachelor's,Unemployed,Yes,No,Business,0
93141,210536,806,11.04,Bachelor's,Self-employed,Yes,Yes,Education,0
28660,127986,618,22.53,Master's,Self-employed,No,Yes,Other,0
93892,176102,534,11.41,Bachelor's,Full-time,Yes,No,Auto,0
112937,243558,582,9.59,Master's,Self-employed,Yes,No,Other,0
70984,38179,807,6.01,High School,Unemployed,No,No,Home,0
70512,170148,400,11.24,High School,Part-time,Yes,Yes,Home,1
48517,247987,578,22.71,Bachelor's,Part-time,No,Yes,Education,0
48774,36912,485,3.22,PhD,Part-time,No,Yes,Auto,0
53350,220261,357,23.54,Master's,Full-time,No,Yes,Business,0
25110,49090,428,24,Bachelor's,Self-employed,Yes,Yes,Business,0
62905,155537,835,12.15,High School,Self-employed,Yes,No,Home,0
82470,85158,441,23.86,High School,Self-employed,Yes,No,Home,0
70586,97623,527,19.2,Master's,Self-employed,No,Yes,Other,0
135755,31008,378,19.15,PhD,Unemployed,No,No,Home,0
93857,46522,606,22.82,Bachelor's,Self-employed,No,No,Other,0
29108,129880,589,12.75,Master's,Part-time,No,No,Business,0
118572,60088,433,22.83,PhD,Unemployed,Yes,No,Home,0
144506,172994,637,11.86,High School,Unemployed,No,Yes,Education,0
32564,181093,563,15.19,PhD,Full-time,Yes,No,Business,0
128335,124257,551,23.33,Master's,Self-employed,No,Yes,Auto,0
87806,208137,444,20.01,Master's,Self-employed,Yes,Yes,Home,0
53577,88802,825,14.68,Master's,Self-employed,Yes,No,Education,0
63981,134434,795,6.81,High School,Full-time,Yes,Yes,Other,0
38556,211357,571,17.49,Master's,Part-time,Yes,No,Education,1
35810,160725,368,2.41,PhD,Self-employed,No,No,Business,0
78383,65579,731,16.35,Bachelor's,Full-time,Yes,Yes,Auto,0
101017,6079,532,15.22,High School,Full-time,No,Yes,Other,0
146629,52873,671,7.5,High School,Part-time,Yes,No,Education,0
125104,51516,654,19.23,Master's,Part-time,Yes,Yes,Education,0
44315,186420,312,17.33,High School,Full-time,No,No,Education,0
131747,29844,464,24.37,Master's,Unemployed,Yes,Yes,Home,0
47994,167273,687,7.2,High School,Part-time,No,Yes,Other,0
45362,64377,354,11.88,Bachelor's,Self-employed,No,Yes,Education,0
19658,157044,649,14.87,High School,Self-employed,Yes,No,Auto,0
125311,111271,797,14.03,Bachelor's,Unemployed,No,No,Other,0
121844,235941,674,17.27,High School,Unemployed,Yes,No,Auto,0
